planner,mean_path_length,std_path_length,mean_time_ms,std_time_ms,mean_nodes,success_rate,ci_low,ci_high
"astar",9.65685424949238,0.0,0.3858402,0.08205072802053616,13.0,1.0,0.2915361031949655,0.48014429680503456
"astar",36.38477631085024,0.0,2.8587036000000006,0.03746486196824959,92.0,1.0,2.815643775241873,2.901763424758128
